Unnamed: 0,first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type,position,initial_cost,team_name,name,id
681,Jarrod,Bowen,12,17,206,2987,46,624.6,819.4,1201.0,24,586,264.7,8,0,6,15.0,69,3,MID,65,WHU,Jarrod Bowen_420,420
682,Declan,Rice,1,4,95,3178,49,391.0,740.2,277.0,7,595,141.3,8,0,8,4.3,50,3,MID,50,WHU,Declan Rice_421,421
683,Tomas,Soucek,5,1,114,3061,46,299.8,653.4,686.0,14,485,164.3,6,0,3,3.4,57,3,MID,60,WHU,Tomas Soucek_422,422
684,Pablo,Fornals,6,4,117,2795,38,704.4,569.0,528.0,5,480,180.2,8,0,4,1.3,59,3,MID,60,WHU,Pablo Fornals_423,423
685,Issa,Diop,0,1,30,961,19,21.3,225.6,44.0,2,203,29.1,2,0,0,0.3,42,2,DEF,45,WHU,Issa Diop_424,424
686,Ben,Johnson,1,0,48,1397,18,176.1,307.2,39.0,1,235,52.3,3,0,1,3.6,39,2,DEF,40,WHU,Ben Johnson_425,425
687,Alphonse,Areola,0,0,2,90,1,0.0,20.4,0.0,0,11,2.0,0,0,0,0.7,47,1,GK,50,WHU,Alphonse Areola_489,489
688,Frederik,Alves,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,2,DEF,40,WHU,Frederik Alves_521,521
689,Conor,Coventry,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,WHU,Conor Coventry_522,522
690,Jamal,Baptiste,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3,39,2,DEF,40,WHU,Jamal Baptiste_554,554
691,Nikola,Vlasic,1,0,30,549,10,122.8,85.4,115.0,0,98,32.3,1,0,0,0.0,56,3,MID,60,WHU,Nikola Vlasic_582,582
692,Alex,Kral,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1,44,3,MID,45,WHU,Alex Kral_589,589
693,Harrison,Ashby,0,0,1,6,1,1.0,2.0,0.0,0,4,0.3,0,0,0,0.1,40,2,DEF,40,WHU,Harrison Ashby_617,617
694,Sonny,Perkins,0,0,1,3,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,3,MID,45,WHU,Sonny Perkins_634,634
695,Ajibola,Alese,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,WHU,Ajibola Alese_644,644
696,Armstrong,Oko-Flex,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,3,MID,45,WHU,Armstrong Oko-Flex_652,652
697,Pierre,Ekwah,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,WHU,Pierre Ekwah_682,682
698,Daniel,Chesters,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0,45,3,MID,45,WHU,Daniel Chesters_710,710
699,João Filipe Iria,Santos Moutinho,2,1,96,2970,40,645.2,512.6,144.0,8,511,130.1,11,0,4,0.7,49,3,MID,50,WOL,João Filipe Iria Santos Moutinho_426,426
700,Rui Pedro,dos Santos Patrício,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,1,GK,50,WOL,Rui Pedro dos Santos Patrício_427,427
701,Willy,Boly,0,0,17,900,20,18.0,157.2,27.0,0,165,20.3,1,0,1,0.1,49,2,DEF,50,WOL,Willy Boly_428,428
702,Conor,Coady,4,0,138,3361,43,45.4,737.2,202.0,10,688,98.8,11,0,4,13.4,47,2,DEF,45,WOL,Conor Coady_429,429
703,Raúl,Jiménez,6,5,101,2630,32,481.4,441.4,742.0,11,266,165.3,11,2,5,4.2,75,4,FWD,75,WOL,Raúl Jiménez_430,430
704,Romain,Saïss,2,0,109,2706,30,112.2,694.6,214.0,6,540,102.3,11,0,6,2.1,48,2,DEF,50,WOL,Romain Saïss_431,431
705,Fernando,Marçal,0,3,67,1448,14,187.3,247.2,135.0,5,295,56.3,6,0,3,1.3,42,2,DEF,45,WOL,Fernando Marçal_432,432
706,Jonathan,Castro Otto,2,0,38,1022,22,159.5,203.0,144.0,2,178,50.7,2,0,1,0.6,45,2,DEF,45,WOL,Jonathan Castro Otto_433,433
707,Leander,Dendoncker,2,3,76,1945,29,175.5,339.0,258.0,5,308,77.4,5,0,4,0.3,46,3,MID,50,WOL,Leander Dendoncker_434,434
708,Adama,Traoré,1,1,44,1069,10,271.1,192.0,300.0,0,168,76.6,5,0,0,1.0,56,3,MID,60,WOL,Adama Traoré_435,435
709,Rúben Diogo,da Silva Neves,4,2,95,2659,34,408.2,617.4,237.0,7,509,126.3,9,0,9,0.9,52,3,MID,55,WOL,Rúben Diogo da Silva Neves_436,436
710,Nélson,Cabral Semedo,0,1,94,2131,18,289.3,346.2,266.0,9,412,90.3,9,0,1,1.5,48,2,DEF,50,WOL,Nélson Cabral Semedo_437,437
711,Daniel,Castelo Podence,2,3,70,1475,12,493.0,328.6,459.0,2,257,128.2,9,0,2,0.2,55,3,MID,55,WOL,Daniel Castelo Podence_438,438
712,Max,Kilman,1,1,106,2688,25,68.8,587.8,207.0,5,536,86.5,10,0,3,1.3,45,2,DEF,45,WOL,Max Kilman_439,439
713,Morgan,Gibbs-White,0,0,1,7,0,0.7,0.0,24.0,0,0,2.1,0,0,1,0.1,45,3,MID,45,WOL,Morgan Gibbs-White_440,440
714,Pedro,Lomba Neto,1,1,22,459,14,193.9,68.4,200.0,0,88,46.1,0,0,3,0.1,62,3,MID,65,WOL,Pedro Lomba Neto_441,441
715,Owen,Otasowie,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,3,MID,45,WOL,Owen Otasowie_442,442
716,Ki-Jana,Hoever,0,0,14,306,5,22.1,42.6,8.0,0,56,7.1,1,0,1,1.6,39,2,DEF,40,WOL,Ki-Jana Hoever_443,443
717,Andreas,Söndergaard,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.9,39,1,GK,40,WOL,Andreas Söndergaard_444,444
718,Fabio,Silva,0,1,30,562,7,48.3,21.0,262.0,0,43,32.0,0,0,0,0.4,56,4,FWD,60,WOL,Fabio Silva_445,445
719,Yerson,Mosquera Valdelamar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,2,DEF,45,WOL,Yerson Mosquera Valdelamar_446,446
720,John,Ruddy,0,0,3,135,3,0.0,11.4,0.0,0,20,1.1,0,0,0,0.2,43,1,GK,45,WOL,John Ruddy_452,452
721,Francisco,Machado Mota de Castro Trincão,2,1,66,1328,15,247.1,240.0,390.0,2,197,87.7,7,0,0,0.3,56,3,MID,60,WOL,Francisco Machado Mota de Castro Trincão_461,461
722,Rayan,Ait Nouri,1,4,87,1826,26,320.8,371.0,167.0,10,367,86.2,7,0,4,1.3,41,2,DEF,45,WOL,Rayan Ait Nouri_470,470
723,José,Malheiro de Sá,0,1,146,3285,40,30.0,938.8,0.0,11,722,96.7,11,0,3,8.3,52,1,GK,50,WOL,José Malheiro de Sá_475,475
724,Patrick,Cutrone,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,4,FWD,50,WOL,Patrick Cutrone_523,523
725,Luke,Cundle,0,0,7,179,1,32.0,17.0,2.0,0,32,5.1,1,0,0,0.1,44,3,MID,45,WOL,Luke Cundle_547,547
726,Chem,Campbell,0,0,1,12,0,1.7,2.0,2.0,0,5,0.6,0,0,0,0.2,44,3,MID,45,WOL,Chem Campbell_548,548
727,Christian,Marques,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,2,DEF,40,WOL,Christian Marques_549,549
728,Hee-Chan,Hwang,5,1,81,1811,22,258.6,318.0,433.0,11,288,100.5,7,0,2,3.4,54,4,FWD,55,WOL,Hee-Chan Hwang_583,583
729,Louie,Moulden,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,1,GK,40,WOL,Louie Moulden_611,611
730,James,Storer,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,40,1,GK,40,WOL,James Storer_621,621
731,Hugo,Bueno,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,40,2,DEF,40,WOL,Hugo Bueno_635,635
732,Bruno André,Cavaco Jordão,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,WOL,Bruno André Cavaco Jordão_661,661
733,Toti António,Gomes,0,0,6,360,6,4.3,59.6,28.0,0,52,9.2,0,0,1,0.0,44,2,DEF,45,WOL,Toti António Gomes_685,685
734,Dion,Sanderson,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,2,DEF,40,WOL,Dion Sanderson_686,686
735,Ryan,Giles,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,45,3,MID,45,WOL,Ryan Giles_687,687
736,Francisco Jorge,Tomás Oliveira,0,3,20,203,5,83.4,99.4,118.0,2,67,30.1,0,0,0,0.0,55,3,MID,55,WOL,Francisco Jorge Tomás Oliveira_689,689
